Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,15-24 years,,191,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,18-29 years,,284,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,25-34 years,,319,11,0,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,30-49 years,34,"1,037",51,12,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,35-44 years,10,481,28,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,45-54 years,45,831,57,23,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,50-64 years,126,"2,485",208,69,14,279,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,55-64 years,100,"2,025",168,54,12,226,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,65-74 years,142,"2,938",222,64,11,311,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,75-84 years,185,"2,950",297,94,,395,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Male,85 years and over,139,"2,104",210,62,,289,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,All Ages,543,"10,798",835,217,36,"1,196",
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,Under 1 year,0,59,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,0-17 years,0,98,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,1-4 years,0,14,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,5-14 years,0,16,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,15-24 years,,71,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,18-29 years,,129,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,25-34 years,,161,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,30-49 years,31,655,40,12,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,35-44 years,12,301,14,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,45-54 years,21,578,45,11,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,50-64 years,71,"1,602",144,40,,184,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,55-64 years,63,"1,284",117,35,,151,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,65-74 years,90,"2,088",171,38,10,233,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,75-84 years,137,"2,716",218,59,,301,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Female,85 years and over,211,"3,510",255,65,,409,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,All Ages,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,Under 1 year,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,0-17 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Arkansas,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,California,All Sexes,All Ages,"14,982","196,622","20,160","8,394",580,"27,326",
09/30/2020,02/01/2020,09/26/2020,California,Male,All Ages,"8,681","105,013","11,425","4,996",306,"15,414",
09/30/2020,02/01/2020,09/26/2020,California,Male,Under 1 year,,619,10,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Male,0-17 years,,"1,130",20,0,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Male,1-4 years,0,122,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Male,5-14 years,0,179,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Male,15-24 years,22,"1,799",38,11,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Male,18-29 years,59,"3,173",79,22,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Male,25-34 years,107,"3,391",121,51,,186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Male,30-49 years,694,"9,147",710,397,24,"1,031",
09/30/2020,02/01/2020,09/26/2020,California,Male,35-44 years,310,"4,385",316,173,10,463,
09/30/2020,02/01/2020,09/26/2020,California,Male,45-54 years,764,"7,408",770,434,33,"1,133",
09/30/2020,02/01/2020,09/26/2020,California,Male,50-64 years,"2,026","20,322","2,227","1,181",94,"3,166",
09/30/2020,02/01/2020,09/26/2020,California,Male,55-64 years,"1,577","15,869","1,775",931,71,"2,492",
09/30/2020,02/01/2020,09/26/2020,California,Male,65-74 years,"2,125","21,901","2,666","1,251",64,"3,602",
09/30/2020,02/01/2020,09/26/2020,California,Male,75-84 years,"2,001","23,852","2,949","1,194",58,"3,814",
09/30/2020,02/01/2020,09/26/2020,California,Male,85 years and over,"1,774","25,488","2,774",951,52,"3,649",
09/30/2020,02/01/2020,09/26/2020,California,Female,All Ages,"6,301","91,606","8,735","3,398",274,"11,912",
09/30/2020,02/01/2020,09/26/2020,California,Female,Under 1 year,0,481,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Female,0-17 years,,824,14,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Female,1-4 years,,83,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Female,5-14 years,0,145,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Female,15-24 years,20,565,21,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Female,18-29 years,35,992,55,17,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Female,25-34 years,50,"1,227",76,27,10,109,
09/30/2020,02/01/2020,09/26/2020,California,Female,30-49 years,269,"4,274",333,138,24,488,
09/30/2020,02/01/2020,09/26/2020,California,Female,35-44 years,129,"1,989",157,68,10,228,
09/30/2020,02/01/2020,09/26/2020,California,Female,45-54 years,304,"4,096",379,170,22,535,
09/30/2020,02/01/2020,09/26/2020,California,Female,50-64 years,863,"11,635","1,186",507,59,"1,601",
09/30/2020,02/01/2020,09/26/2020,California,Female,55-64 years,666,"9,139",942,392,46,"1,262",
09/30/2020,02/01/2020,09/26/2020,California,Female,65-74 years,"1,143","14,872","1,624",690,48,"2,125",
09/30/2020,02/01/2020,09/26/2020,California,Female,75-84 years,"1,560","21,355","2,202",856,69,"2,975",
09/30/2020,02/01/2020,09/26/2020,California,Female,85 years and over,"2,428","37,654","3,321","1,190",63,"4,622",
09/30/2020,02/01/2020,09/26/2020,California,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,California,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,California,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,California,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,California,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,California,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,California,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,California,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,California,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,California,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,California,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Colorado,All Sexes,All Ages,"1,960","29,402","2,371","1,002",95,"3,419",
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,All Ages,"1,102","15,756","1,322",590,47,"1,879",
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,Under 1 year,0,105,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,0-17 years,,232,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,1-4 years,0,19,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,5-14 years,0,43,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,15-24 years,,363,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,18-29 years,,618,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,25-34 years,,677,19,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,30-49 years,56,"1,637",73,26,,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,35-44 years,20,802,36,10,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,45-54 years,68,"1,139",67,33,,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,50-64 years,175,"2,976",222,91,14,320,
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,55-64 years,140,"2,315",178,71,10,257,
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,65-74 years,240,"3,343",327,139,10,438,
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,75-84 years,314,"3,555",376,182,,512,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Male,85 years and over,310,"3,395",315,149,10,484,
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,All Ages,858,"13,645","1,049",412,48,"1,540",
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,Under 1 year,0,108,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,0-17 years,,165,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,5-14 years,0,22,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,15-24 years,,131,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,18-29 years,,205,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,25-34 years,,250,,0,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,30-49 years,15,784,39,,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,35-44 years,,366,19,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,45-54 years,24,677,44,12,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,50-64 years,69,"1,774",133,41,14,175,
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,55-64 years,50,"1,365",102,31,11,132,
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,65-74 years,133,"2,278",165,63,,242,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,75-84 years,232,"3,168",290,108,,419,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Colorado,Female,85 years and over,406,"5,271",412,194,13,637,
